ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,dia,mes
0.4710203642456857,0.24761904761904763,0.75,0.0,0.03836760229555927,0.5,0.0,0.0451971180467807,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.0,0.23076923076923078,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4153587780372724,0.9090909090909091
0.6651129828786017,0.18095238095238098,0.75,0.4,0.047085734566935766,0.5,0.0,0.08200426116860311,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.0,0.3076923076923077,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34506343371898596,0.7272727272727273
0.2595229201250866,0.28571428571428575,1.0,0.2,0.09211563218114224,0.0,0.0,0.3104164375441974,1.0,1.0,1.0,1.0,1.0,0.0,0.06666666666666667,0.17857142857142855,1.0,0.15000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6087972783307343,0.1818181818181818
0.969288698361354,0.49523809523809526,0.75,0.4,0.10230307879254545,0.0,0.0,0.3329583319552268,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.21428571428571427,0.9230769230769231,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053702530698615816,0.8181818181818182
0.7545115561855742,0.31428571428571433,0.75,0.4,0.07123392326479541,0.5,0.5,0.23900062471729547,1.0,1.0,1.0,1.0,1.0,1.0,0.26666666666666666,0.03571428571428571,0.3076923076923077,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8123134806018375,0.7272727272727273
0.8132688866180487,0.19047619047619047,0.25,0.2,0.11091894558273277,0.0,0.5,0.6006940973067778,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.10714285714285714,0.46153846153846156,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053702530698615816,0.6363636363636364
0.3814305849566426,0.3238095238095238,0.75,0.6000000000000001,0.09984118772332977,0.0,0.5,0.6096998321454807,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0.3214285714285714,0.3076923076923077,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6390942152705228,0.8181818181818182
0.8866998125221512,0.29523809523809524,0.75,0.4,0.10799234813576043,0.0,0.5,0.9470610101347754,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.14285714285714285,0.6923076923076923,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8399637902082014,0.9090909090909091
0.6383265172554401,0.4666666666666667,1.0,0.6000000000000001,0.06518221302501294,0.5,1.0,0.8054899783152473,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.03571428571428571,0.3076923076923077,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780169091895624,0.8181818181818182
0.5779280355854984,0.28571428571428575,1.0,0.6000000000000001,0.07351985755020032,0.0,0.5,0.6540300631401014,1.0,0.0,1.0,0.0,1.0,1.0,0.13333333333333333,0.0,0.3076923076923077,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6390942152705228,0.2727272727272727
0.962969946993372,0.38095238095238104,1.0,0.2,0.053545002827339774,0.5,0.5,0.5455787721422477,1.0,1.0,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.3076923076923077,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8673128103970849,0.09090909090909091
